Date,Open,High,Low,Close,Adj Close,Volume
2023-05-31,8.645000,8.720000,8.620000,8.680000,8.680000,11900
2023-06-01,8.700000,8.845000,8.700000,8.813000,8.813000,4500
2023-06-02,9.045000,9.150000,9.040000,9.088000,9.088000,8700
2023-06-05,9.080000,9.080000,8.909000,8.990000,8.990000,20700
2023-06-06,8.801000,8.990000,8.801000,8.984000,8.984000,16800
2023-06-07,9.070000,9.070000,9.000000,9.021000,9.021000,4500
2023-06-08,9.350000,9.379000,9.320000,9.350000,9.350000,10300
2023-06-09,9.184000,9.184000,9.147000,9.160000,9.160000,2600
2023-06-12,9.200000,9.262000,9.160000,9.250000,9.250000,6900
2023-06-13,9.390000,9.440000,9.330000,9.380000,9.380000,9000
2023-06-14,9.270000,9.377000,9.261000,9.285000,9.285000,6500
2023-06-15,9.230000,9.340000,9.220000,9.340000,9.340000,4400
2023-06-16,8.940000,9.000000,8.890000,8.890000,8.890000,24200
2023-06-20,8.310000,8.350000,8.205000,8.315000,8.315000,8700
2023-06-21,8.290000,8.335000,8.290000,8.300000,8.300000,5300
2023-06-22,8.491000,8.610000,8.491000,8.570000,8.570000,8100
2023-06-23,8.390000,8.540000,8.380000,8.535000,8.535000,4700
2023-06-26,8.365000,8.476000,8.365000,8.420000,8.420000,8400
2023-06-27,8.570000,8.810000,8.570000,8.810000,8.810000,11500
2023-06-28,9.038000,9.060000,8.995000,9.030000,9.030000,12500
2023-06-29,9.330000,9.400000,9.300000,9.310000,9.310000,7900
2023-06-30,9.920000,10.050000,9.910000,10.050000,10.050000,7300
2023-07-03,9.893000,10.010000,9.860000,9.960000,9.960000,3700
2023-07-05,9.690000,9.690000,9.590000,9.610000,9.610000,9200
2023-07-06,9.370000,9.420000,9.310000,9.340000,9.340000,23100
2023-07-07,8.970000,9.100000,8.956000,9.020000,9.020000,18900
2023-07-10,9.151000,9.270000,9.151000,9.260000,9.260000,12100
2023-07-11,9.350000,9.405000,9.350000,9.405000,9.405000,7300
2023-07-12,9.805000,9.805000,9.728000,9.753000,9.753000,7200
2023-07-13,9.872000,9.908000,9.770000,9.817000,9.817000,14600
2023-07-14,9.960000,10.000000,9.855000,9.855000,9.855000,19000
2023-07-17,9.820000,9.870000,9.820000,9.865000,9.865000,12400
2023-07-18,10.170000,10.193000,10.168000,10.193000,10.193000,6100
2023-07-19,10.065000,10.091000,10.035000,10.091000,10.091000,5900
2023-07-20,9.900000,9.900000,9.700000,9.723000,9.723000,12600
2023-07-21,9.750000,9.810000,9.750000,9.750000,9.750000,3100
2023-07-24,9.600000,9.640000,9.557000,9.557000,9.557000,4600
2023-07-25,9.673000,9.770000,9.660000,9.750000,9.750000,6100
2023-07-26,9.644000,9.770000,9.644000,9.692000,9.692000,12500
2023-07-27,10.590000,10.640000,10.250000,10.250000,10.250000,28900
2023-07-28,10.480000,10.580000,10.480000,10.530000,10.530000,7400
2023-07-31,10.425000,10.470000,10.400000,10.410000,10.410000,8900
2023-08-01,10.392000,10.413000,10.300000,10.356000,10.356000,5300
2023-08-02,10.085000,10.190000,10.085000,10.180000,10.180000,11800
2023-08-03,10.181000,10.210000,10.135000,10.200000,10.200000,9600
2023-08-04,10.400000,10.500000,10.360000,10.360000,10.360000,9900
2023-08-07,10.180000,10.330000,10.180000,10.330000,10.330000,5600
2023-08-08,10.050000,10.100000,9.990000,10.070000,10.070000,7700
2023-08-09,10.310000,10.400000,10.310000,10.392000,10.392000,4500
2023-08-10,10.430000,10.490000,10.305000,10.308000,10.308000,11800
2023-08-11,10.100000,10.100000,10.034000,10.040000,10.040000,32100
2023-08-14,10.010000,10.150000,10.010000,10.118000,10.118000,11700
2023-08-15,10.080000,10.089000,10.013000,10.030000,10.030000,6700
2023-08-16,10.023000,10.040000,9.965000,9.965000,9.965000,9000
2023-08-17,9.797000,9.797000,9.665000,9.680000,9.680000,6800
2023-08-18,9.608000,9.720000,9.608000,9.720000,9.720000,5100
2023-08-21,9.545000,9.545000,9.465000,9.510000,9.510000,30700
2023-08-22,9.540000,9.580000,9.480000,9.540000,9.540000,7500
2023-08-23,9.500000,9.540000,9.500000,9.535000,9.535000,4800
2023-08-24,9.335000,9.360000,9.310000,9.310000,9.310000,7200
2023-08-25,9.350000,9.350000,9.165000,9.260000,9.260000,8300
2023-08-28,9.445000,9.508000,9.445000,9.508000,9.508000,9800
2023-08-29,9.660000,9.710000,9.660000,9.705000,9.705000,19900
2023-08-30,9.850000,9.850000,9.760000,9.760000,9.760000,12100
2023-08-31,10.035000,10.035000,9.960000,10.010000,10.010000,5000
2023-09-01,10.240000,10.250000,10.215000,10.220000,10.220000,7100
2023-09-05,10.490000,10.490000,10.360000,10.385000,10.385000,17100
2023-09-06,10.380000,10.400000,10.345000,10.370000,10.370000,4600
2023-09-07,10.066000,10.225000,10.066000,10.220000,10.220000,7800
2023-09-08,10.173000,10.173000,10.065000,10.065000,10.065000,7100
2023-09-11,10.165000,10.190000,10.135000,10.170000,10.170000,7700
2023-09-12,9.980000,10.010000,9.974000,9.974000,9.974000,4700
2023-09-13,9.930000,9.950000,9.860000,9.880000,9.880000,14800
2023-09-14,10.000000,10.079000,9.980000,10.058000,10.058000,8200
2023-09-15,10.115000,10.126000,10.070000,10.070000,10.070000,20600
2023-09-18,9.980000,9.980000,9.480000,9.480000,9.480000,114400
2023-09-19,9.580000,9.720000,9.580000,9.712000,9.712000,14800
2023-09-20,9.680000,9.698000,9.550000,9.560000,9.560000,7100
2023-09-21,9.450000,9.451000,9.385000,9.385000,9.385000,5000
2023-09-22,9.420000,9.490000,9.400000,9.400000,9.400000,17100
2023-09-25,9.340000,9.410000,9.330000,9.390000,9.390000,9400
2023-09-26,8.980000,9.060000,8.980000,9.030000,9.030000,9500
2023-09-27,9.420000,9.420000,9.300000,9.350000,9.350000,14200
2023-09-28,9.428000,9.480000,9.400000,9.450000,9.450000,22600
2023-09-29,9.705000,9.705000,9.500000,9.530000,9.530000,16000
2023-10-02,9.260000,9.320000,9.240000,9.240000,9.240000,20600
2023-10-03,9.070000,9.070000,8.940000,8.950000,8.950000,13200
2023-10-04,8.870000,8.920000,8.800000,8.920000,8.920000,7200
2023-10-05,8.800000,8.835000,8.740000,8.820000,8.820000,18100
2023-10-06,8.765000,8.895000,8.738000,8.880000,8.880000,22800
2023-10-09,8.570000,8.625000,8.545000,8.610000,8.610000,8100
2023-10-10,8.970000,9.020000,8.940000,8.940000,8.940000,16200
2023-10-11,8.990000,9.005000,8.930000,8.980000,8.980000,18700
2023-10-12,8.999000,9.050000,8.930000,8.950000,8.950000,25700
2023-10-13,8.832000,9.230000,8.730000,8.885000,8.885000,37700
2023-10-16,9.113000,9.235000,9.113000,9.200000,9.200000,52000
2023-10-17,9.405000,9.465000,9.353000,9.380000,9.380000,26000
2023-10-18,9.315000,9.315000,9.070000,9.070000,9.070000,18900
2023-10-19,8.907000,9.045000,8.880000,8.880000,8.880000,32300
2023-10-20,8.928000,8.940000,8.810000,8.850000,8.850000,17200
2023-10-23,8.874000,9.060000,8.874000,8.980000,8.980000,39700
2023-10-24,8.768000,8.768000,8.630000,8.670000,8.670000,28000
2023-10-25,8.670000,8.670000,8.470000,8.470000,8.470000,14300
2023-10-26,8.050000,8.050000,7.429000,7.530000,7.530000,37200
2023-10-27,7.580000,7.590000,7.300000,7.330000,7.330000,15800
2023-10-30,7.730000,7.730000,7.580000,7.660000,7.660000,24000
2023-10-31,7.600000,7.610000,7.530000,7.580000,7.580000,139000
2023-11-01,7.508000,7.640000,7.478000,7.640000,7.640000,62700
2023-11-02,7.900000,7.980000,7.875000,7.920000,7.920000,14900
2023-11-03,8.390000,8.390000,8.300000,8.310000,8.310000,20800
2023-11-06,8.172000,8.172000,8.070000,8.096000,8.096000,36900
2023-11-07,8.030000,8.120000,7.970000,8.060000,8.060000,30800
2023-11-08,8.268000,8.320000,8.240000,8.270000,8.270000,11800
2023-11-09,8.590000,8.642000,8.490000,8.500000,8.500000,37000
2023-11-10,8.415000,8.490000,8.370000,8.460000,8.460000,24100
2023-11-13,8.345000,8.440000,8.345000,8.430000,8.430000,38500
2023-11-14,8.770000,9.000000,8.770000,8.980000,8.980000,41200
2023-11-15,9.060000,9.150000,9.060000,9.090000,9.090000,13000
2023-11-16,8.943000,8.943000,8.780000,8.810000,8.810000,51600
2023-11-17,9.080000,9.080000,9.002000,9.020000,9.020000,31600
2023-11-20,9.170000,9.170000,9.088000,9.143000,9.143000,15400
2023-11-21,8.940000,8.950000,8.885000,8.904000,8.904000,11400
2023-11-22,8.905000,8.950000,8.880000,8.900000,8.900000,6400
2023-11-24,8.750000,8.880000,8.750000,8.880000,8.880000,16400
2023-11-27,8.870000,8.930000,8.870000,8.920000,8.920000,7900
2023-11-28,8.955000,9.070000,8.940000,9.022000,9.022000,12300
2023-11-29,9.300000,9.330000,9.260000,9.270000,9.270000,10200
2023-11-30,9.088000,9.098000,9.040000,9.060000,9.060000,11800
2023-12-01,9.280000,9.400000,9.202000,9.360000,9.360000,26100
2023-12-04,9.360000,9.400000,9.210000,9.240000,9.240000,74900
2023-12-05,9.173000,9.180000,9.130000,9.140000,9.140000,7900
2023-12-06,9.275000,9.275000,9.160000,9.160000,9.160000,9100
2023-12-07,9.215000,9.230000,9.190000,9.220000,9.220000,10000
2023-12-08,8.920000,9.150000,8.920000,9.110000,9.110000,17300
2023-12-11,9.130000,9.260000,9.130000,9.260000,9.260000,27000
2023-12-12,9.236000,9.250000,9.200000,9.240000,9.240000,33500
2023-12-13,9.195000,9.420000,9.185000,9.377000,9.377000,19300
2023-12-14,10.210000,10.355000,10.150000,10.300000,10.300000,44500
2023-12-15,10.450000,10.598000,10.430000,10.430000,10.430000,21000
2023-12-18,10.360000,10.360000,10.270000,10.278000,10.278000,23900
2023-12-19,10.600000,10.650000,10.580000,10.625000,10.625000,31000
2023-12-20,10.740000,10.820000,10.550000,10.560000,10.560000,20400
2023-12-21,10.670000,10.710000,10.628000,10.673000,10.673000,12800
2023-12-22,10.595000,10.628000,10.530000,10.590000,10.590000,18100
2023-12-26,10.520000,10.700000,10.520000,10.636000,10.636000,9700
2023-12-27,10.740000,10.820000,10.740000,10.780000,10.780000,22000
2023-12-28,10.660000,10.730000,10.620000,10.620000,10.620000,7700
2023-12-29,10.690000,10.695000,10.580000,10.630000,10.630000,7400
2024-01-02,10.770000,10.780000,10.680000,10.700000,10.700000,8500
2024-01-03,10.120000,10.120000,9.955000,10.015000,10.015000,14300
2024-01-04,10.040000,10.134000,9.985000,10.040000,10.040000,13200
2024-01-05,10.142000,10.142000,10.010000,10.025000,10.025000,10200
2024-01-08,10.180000,10.328000,10.180000,10.322000,10.322000,12800
2024-01-09,10.540000,10.602000,10.540000,10.560000,10.560000,7300
2024-01-10,10.500000,10.540000,10.410000,10.540000,10.540000,18000
2024-01-11,10.580000,10.580000,10.422000,10.500000,10.500000,15800
2024-01-12,10.680000,10.705000,10.525000,10.555000,10.555000,6800
2024-01-16,10.210000,10.360000,10.210000,10.330000,10.330000,11400
2024-01-17,10.105000,10.130000,10.080000,10.130000,10.130000,24900
2024-01-18,10.300000,10.417000,10.290000,10.400000,10.400000,31900
2024-01-19,10.570000,10.684000,10.570000,10.684000,10.684000,24800
2024-01-22,10.803000,10.810000,10.740000,10.760000,10.760000,11400
2024-01-23,11.095000,11.100000,10.960000,11.030000,11.030000,43000
2024-01-24,11.350000,11.430000,11.350000,11.350000,11.350000,9300
2024-01-25,11.040000,11.120000,11.040000,11.120000,11.120000,10100
2024-01-26,11.660000,11.704000,11.558000,11.560000,11.560000,24100
2024-01-29,11.470000,11.541000,11.420000,11.530000,11.530000,11200
2024-01-30,11.518000,11.518000,11.440000,11.460000,11.460000,16700
2024-01-31,11.460000,11.530000,11.405000,11.405000,11.405000,11900
2024-02-01,11.500000,11.500000,11.349000,11.410000,11.410000,14300
2024-02-02,11.520000,11.610000,11.520000,11.610000,11.610000,10300
2024-02-05,11.330000,11.330000,11.120000,11.220000,11.220000,22100
2024-02-06,11.232500,11.232500,11.232500,11.232500,11.232500,325
